にとりまして,207,207,4891,助詞,格助詞,連語,*,*,*,にとりまして,ニトリマシテ,ニトリマシテ,0/6,*
にとり,206,206,5688,助詞,格助詞,連語,*,*,*,にとり,ニトリ,ニトリ,0/3,*
にあたります,187,187,4891,助詞,格助詞,連語,*,*,*,にあたります,ニアタリマス,ニアタリマス,0/6,*
をもって,248,248,5072,助詞,格助詞,連語,*,*,*,をもって,ヲモッテ,ヲモッテ,0/4,*
にかけて,193,193,3168,助詞,格助詞,連語,*,*,*,にかけて,ニカケテ,ニカケテ,0/4,*
につき,200,200,5302,助詞,格助詞,連語,*,*,*,につき,ニツキ,ニツキ,0/3,*
とかいふ,178,178,4877,助詞,格助詞,連語,*,*,*,とかいふ,トカイフ,トカユウ,0/4,*
という,173,173,2864,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,0/3,*
にわたって,215,215,4487,助詞,格助詞,連語,*,*,*,にわたって,ニワタッテ,ニワタッテ,0/5,*
にたいして,195,195,4789,助詞,格助詞,連語,*,*,*,にたいして,ニタイシテ,ニタイシテ,0/5,*
に従います,230,230,4891,助詞,格助詞,連語,*,*,*,に従います,ニシタガイマス,ニシタガイマス,0/7,*
をめぐります,245,245,4891,助詞,格助詞,連語,*,*,*,をめぐります,ヲメグリマス,ヲメグリマス,0/6,*
につれ,203,203,4879,助詞,格助詞,連語,*,*,*,につれ,ニツレ,ニツレ,0/3,*
により,211,211,4279,助詞,格助詞,連語,*,*,*,により,ニヨリ,ニヨリ,0/3,*
につれて,204,204,6448,助詞,格助詞,連語,*,*,*,につれて,ニツレテ,ニツレテ,0/4,*
にわたり,216,216,4350,助詞,格助詞,連語,*,*,*,にわたり,ニワタリ,ニワタリ,0/4,*
を通しまして,251,251,4891,助詞,格助詞,連語,*,*,*,を通しまして,ヲトオシマシテ,ヲトーシマシテ,0/7,*
とかいう,177,177,4880,助詞,格助詞,連語,*,*,*,とかいう,トカイウ,トカユウ,0/4,*
において,189,189,4058,助詞,格助詞,連語,*,*,*,において,ニオイテ,ニオイテ,0/4,*
をもちまして,247,247,4891,助詞,格助詞,連語,*,*,*,をもちまして,ヲモチマシテ,ヲモチマシテ,0/6,*
を通じまして,254,254,4891,助詞,格助詞,連語,*,*,*,を通じまして,ヲツウジマシテ,ヲツージマシテ,0/7,*
としましたら,180,180,4891,助詞,格助詞,連語,*,*,*,としましたら,トシマシタラ,トシマシタラ,0/6,*
に従う,231,231,5062,助詞,格助詞,連語,*,*,*,に従う,ニシタガウ,ニシタガウ,0/5,*
に際し,225,225,4231,助詞,格助詞,連語,*,*,*,に際し,ニサイシ,ニサイシ,0/4,*
を通じて,253,253,1128,助詞,格助詞,連語,*,*,*,を通じて,ヲツウジテ,ヲツージテ,0/5,*
によって,210,210,3537,助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,0/4,*
にあたりまして,186,186,4891,助詞,格助詞,連語,*,*,*,にあたりまして,ニアタリマシテ,ニアタリマシテ,0/7,*
に際して,226,226,5836,助詞,格助詞,連語,*,*,*,に際して,ニサイシテ,ニサイシテ,0/5,*
とともに,182,182,1343,助詞,格助詞,連語,*,*,*,とともに,トトモニ,トトモニ,0/4,*
にまつわります,208,208,4891,助詞,格助詞,連語,*,*,*,にまつわります,ニマツワリマス,ニマツワリマス,0/7,*
にとって,205,205,3109,助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ,0/4,*
としまして,181,181,5800,助詞,格助詞,連語,*,*,*,としまして,トシマシテ,トシマシテ,0/5,*
と共に,183,183,5325,助詞,格助詞,連語,*,*,*,と共に,トトモニ,トトモニ,0/4,*
っていう,168,168,6739,助詞,格助詞,連語,*,*,*,っていう,ッテイウ,ッテユウ,0/4,*
にあたり,185,185,4988,助詞,格助詞,連語,*,*,*,にあたり,ニアタリ,ニアタリ,0/4,*
につきまして,201,201,6245,助詞,格助詞,連語,*,*,*,につきまして,ニツキマシテ,ニツキマシテ,0/6,*
にあたる,188,188,6610,助詞,格助詞,連語,*,*,*,にあたる,ニアタル,ニアタル,0/4,*
に際しまして,227,227,4891,助詞,格助詞,連語,*,*,*,に際しまして,ニサイシマシテ,ニサイシマシテ,0/7,*
にまつわる,209,209,4750,助詞,格助詞,連語,*,*,*,にまつわる,ニマツワル,ニマツワル,0/5,*
をめぐる,246,246,10795,助詞,格助詞,連語,*,*,*,をめぐる,ヲメグル,ヲメグル,0/4,*
に関して,221,221,3914,助詞,格助詞,連語,*,*,*,に関して,ニカンシテ,ニカンシテ,0/5,*
にたいしまして,196,196,4891,助詞,格助詞,連語,*,*,*,にたいしまして,ニタイシマシテ,ニタイシマシテ,0/7,*
に対します,236,236,4891,助詞,格助詞,連語,*,*,*,に対します,ニタイシマス,ニタイシマス,0/6,*
に関します,223,223,4891,助詞,格助詞,連語,*,*,*,に関します,ニカンシマス,ニカンシマス,0/6,*
とかいいます,176,176,4891,助詞,格助詞,連語,*,*,*,とかいいます,トカイイマス,トカイイマス,0/6,*
とかいいます,176,176,4891,助詞,格助詞,連語,*,*,*,とかいいます,トカイイマス,トカイーマス,0/6,*
